Sentence,Word,Start_Time,End_Time,Mean_F0,SpeakerID,Country,Gender,Age
"Nous irons soit à la piscine, soit au cinéma.",à,1.038,1.098,134.91599176843968,Speaker5,Ghana,Male,41
"Nous irons soit à la piscine, soit au cinéma.",la,1.098,1.188,117.29770879531969,Speaker5,Ghana,Male,41
"Nous irons soit à la piscine, soit au cinéma.","piscine,",1.258,1.718,128.09105284667726,Speaker5,Ghana,Male,41
"Nous irons soit à la piscine, soit au cinéma.",soit,2.248,2.578,139.85989420042173,Speaker5,Ghana,Male,41
"Nous irons soit à la piscine, soit au cinéma.",au,2.578,2.618,138.8932790797909,Speaker5,Ghana,Male,41
"Nous irons soit à la piscine, soit au cinéma.",cinéma.,2.618,3.09687,96.7647786398334,Speaker5,Ghana,Male,41
Pouvez-vous parler plus lentement s’il vous plaît?,Pouvez-vous,0.25,0.6,127.8775365121089,Speaker5,Ghana,Male,41
Pouvez-vous parler plus lentement s’il vous plaît?,parler,0.6,0.95,140.58740882934575,Speaker5,Ghana,Male,41
Pouvez-vous parler plus lentement s’il vous plaît?,plus,1.02,1.14,129.68164768496527,Speaker5,Ghana,Male,41
Pouvez-vous parler plus lentement s’il vous plaît?,lentement,1.14,1.61,117.71553661232598,Speaker5,Ghana,Male,41
Pouvez-vous parler plus lentement s’il vous plaît?,s’il,1.61,1.84,104.49598027122833,Speaker5,Ghana,Male,41
Pouvez-vous parler plus lentement s’il vous plaît?,vous,1.84,1.98,92.90037328314702,Speaker5,Ghana,Male,41
Pouvez-vous parler plus lentement s’il vous plaît?,plaît?,1.98,2.31186,136.43758219952682,Speaker5,Ghana,Male,41
Tu écoutes quoi comme musique?,Tu,0.25,0.42,121.99512318553097,Speaker5,Ghana,Male,41
Tu écoutes quoi comme musique?,écoutes,0.42,0.73,118.34444924966608,Speaker5,Ghana,Male,41
Tu écoutes quoi comme musique?,quoi,0.79,0.96,208.26783115223012,Speaker5,Ghana,Male,41
Tu écoutes quoi comme musique?,comme,0.96,1.2,136.89951990892976,Speaker5,Ghana,Male,41
Tu écoutes quoi comme musique?,musique?,1.2,1.71,86.68825221853955,Speaker5,Ghana,Male,41
"J'adore le rock, c'est mon genre de musique préférée.",J'adore,0.25,0.69,125.89671973588936,Speaker5,Ghana,Male,41
"J'adore le rock, c'est mon genre de musique préférée.",le,0.69,0.82,109.54559602060051,Speaker5,Ghana,Male,41
"J'adore le rock, c'est mon genre de musique préférée.","rock,",0.82,1.09,83.18736109462691,Speaker5,Ghana,Male,41
"J'adore le rock, c'est mon genre de musique préférée.",c'est,1.44,1.57,unreliable,Speaker5,Ghana,Male,41
"J'adore le rock, c'est mon genre de musique préférée.",mon,1.57,1.73,103.7112787206123,Speaker5,Ghana,Male,41
"J'adore le rock, c'est mon genre de musique préférée.",genre,1.73,1.98,117.22081933513782,Speaker5,Ghana,Male,41
"J'adore le rock, c'est mon genre de musique préférée.",de,1.98,2.08,110.7048399213531,Speaker5,Ghana,Male,41
"J'adore le rock, c'est mon genre de musique préférée.",musique,2.08,2.42,110.49958624904971,Speaker5,Ghana,Male,41
"J'adore le rock, c'est mon genre de musique préférée.",préférée.,2.45,3.01555,117.77158489722676,Speaker5,Ghana,Male,41
Je ne parle pas beaucoup français.,Je,0.25,0.37,103.98344679274459,Speaker5,Ghana,Male,41
Je ne parle pas beaucoup français.,ne,0.37,0.49,100.71658957351622,Speaker5,Ghana,Male,41
Je ne parle pas beaucoup français.,parle,0.49,0.73,120.6778336393447,Speaker5,Ghana,Male,41
Je ne parle pas beaucoup français.,pas,0.73,0.92,124.6042775687756,Speaker5,Ghana,Male,41
Je ne parle pas beaucoup français.,beaucoup,0.92,1.19,122.85901828948238,Speaker5,Ghana,Male,41
Je ne parle pas beaucoup français.,français.,1.19,1.66446,104.3044950124367,Speaker5,Ghana,Male,41
Je suis français et je viens de la Bretagne.,Je,0.25,0.33,112.82190456759584,Speaker5,Ghana,Male,41
Je suis français et je viens de la Bretagne.,suis,0.33,0.5,128.867494690023,Speaker5,Ghana,Male,41
Je suis français et je viens de la Bretagne.,français,0.5,0.98,125.90433832948409,Speaker5,Ghana,Male,41
Je suis français et je viens de la Bretagne.,et,0.98,1.08,112.21706331292773,Speaker5,Ghana,Male,41
Je suis français et je viens de la Bretagne.,je,1.08,1.2,104.89668747955295,Speaker5,Ghana,Male,41
Je suis français et je viens de la Bretagne.,viens,1.2,1.42,101.078347448952,Speaker5,Ghana,Male,41
Je suis français et je viens de la Bretagne.,de,1.42,1.55,114.01898119426103,Speaker5,Ghana,Male,41
Je suis français et je viens de la Bretagne.,la,1.55,1.66,110.52930548142943,Speaker5,Ghana,Male,41
Je suis français et je viens de la Bretagne.,Bretagne.,1.66,2.14168,87.89437025748654,Speaker5,Ghana,Male,41
Le centre commercial est tout droit.,Le,0.25,0.34,103.76647725082104,Speaker5,Ghana,Male,41
Le centre commercial est tout droit.,centre,0.34,0.69,148.78351718454377,Speaker5,Ghana,Male,41
Le centre commercial est tout droit.,commercial,0.69,1.36,124.84757899124958,Speaker5,Ghana,Male,41
Le centre commercial est tout droit.,est,1.45,1.54,113.34787626345842,Speaker5,Ghana,Male,41
Le centre commercial est tout droit.,tout,1.66,1.78,163.04754218785573,Speaker5,Ghana,Male,41
Le centre commercial est tout droit.,droit.,1.78,1.96,162.65256657601554,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",Traversez,0.25,0.69,140.68262970129834,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",le,0.69,0.78,109.29827461680743,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.","parc,",0.85,1.16,unreliable,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",et,1.79,1.88,106.26993183012776,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",vous,1.88,1.99,102.00218117527808,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",verrez,1.99,2.49,126.79363296234597,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",l'entrée,2.74,3.2,121.37091061467704,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",de,3.2,3.33,112.2709749845499,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",l'école,3.33,3.68,115.97825562922553,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",juste,3.68,4.02,119.37078561819622,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",en,4.02,4.09,116.92159059623737,Speaker5,Ghana,Male,41
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",face.,4.09,4.5,396.9543239860402,Speaker5,Ghana,Male,41
"Tu m'impressionnes, bravo!",Tu,0.25,0.38,120.23299452079766,Speaker5,Ghana,Male,41
"Tu m'impressionnes, bravo!","m'impressionnes,",0.38,1.19,110.64426679818212,Speaker5,Ghana,Male,41
"Tu m'impressionnes, bravo!",bravo!,1.59,1.97,107.11590379557778,Speaker5,Ghana,Male,41
Je suis impressionnée par ta progression.,Je,0.25,0.38,98.3969486143159,Speaker5,Ghana,Male,41
Je suis impressionnée par ta progression.,suis,0.38,0.69,133.73165467758747,Speaker5,Ghana,Male,41
Je suis impressionnée par ta progression.,impressionnée,0.69,1.34,112.56652698520541,Speaker5,Ghana,Male,41
Je suis impressionnée par ta progression.,par,1.34,1.55,103.94521078951094,Speaker5,Ghana,Male,41
Je suis impressionnée par ta progression.,ta,1.55,1.68,104.31477913828229,Speaker5,Ghana,Male,41
Je suis impressionnée par ta progression.,progression.,1.68,2.24,104.08631391699213,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Quand,0.25,0.38,125.02770389999363,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'ai,0.38,0.56,144.36728835000218,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",vu,0.56,0.7,153.38873090986203,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,0.7,0.81,137.1102974127881,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Tour,0.81,1.01,139.50887913438788,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Eiffel,1.01,1.28,122.29271081192519,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",pour,1.35,1.47,115.80035367256411,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,1.47,1.57,102.38486260533519,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",première,1.57,1.98,95.57366972889773,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.","fois,",2.01,2.26,114.38853576957328,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'étais,2.7,3.03,109.86929387932292,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",sans,3.03,3.34,115.25580378629274,Speaker5,Ghana,Male,41
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",voix.,3.34,3.58,124.72425252668012,Speaker5,Ghana,Male,41
Tu viens avec nous au cinéma le soir?,Tu,0.25,0.42,116.2552852017109,Speaker5,Ghana,Male,41
Tu viens avec nous au cinéma le soir?,viens,0.42,0.59,113.16354054799054,Speaker5,Ghana,Male,41
Tu viens avec nous au cinéma le soir?,avec,0.59,0.85,108.04662122160359,Speaker5,Ghana,Male,41
Tu viens avec nous au cinéma le soir?,nous,0.85,1.04,114.72386513158855,Speaker5,Ghana,Male,41
Tu viens avec nous au cinéma le soir?,au,1.04,1.12,113.48687354738871,Speaker5,Ghana,Male,41
Tu viens avec nous au cinéma le soir?,cinéma,1.12,1.62,103.58227781960359,Speaker5,Ghana,Male,41
Tu viens avec nous au cinéma le soir?,le,1.72,1.78,92.74932380029732,Speaker5,Ghana,Male,41
Tu viens avec nous au cinéma le soir?,soir?,1.78,2.32106,126.19382339671226,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",Je,0.25,0.39,102.65271098862577,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",ne,0.39,0.47,106.18884467380107,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",peux,0.54,0.65,137.66397124851036,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",pas,0.65,0.84,112.15130614313856,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",y,0.84,0.93,150.5399499554345,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.","croire,c'est",0.93,1.38,216.88964267486068,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",c'est,1.95902,2.11713,108.24077535537727,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",trop,2.11713,2.32,126.62417251279032,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",beau,2.32,2.5,128.1522743128492,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",pour,2.5,2.7,131.01094187464983,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",être,2.7,2.81,107.79626235962884,Speaker5,Ghana,Male,41
"Je ne peux pas y croire,c'est c'est trop beau pour être vrai.",vrai.,2.86,3.12886,89.4706886925485,Speaker5,Ghana,Male,41
Imagine si on pouvait voyager dans ce temps.,Imagine,0.25,0.71,124.34095491054704,Speaker5,Ghana,Male,41
Imagine si on pouvait voyager dans ce temps.,si,1.04,1.23,117.35062091056234,Speaker5,Ghana,Male,41
Imagine si on pouvait voyager dans ce temps.,on,1.23,1.31,104.34277628263408,Speaker5,Ghana,Male,41
Imagine si on pouvait voyager dans ce temps.,pouvait,1.31,1.61,106.2706306427135,Speaker5,Ghana,Male,41
Imagine si on pouvait voyager dans ce temps.,voyager,1.61,2.08,102.98112805798334,Speaker5,Ghana,Male,41
Imagine si on pouvait voyager dans ce temps.,dans,2.08,2.25,94.60519254424422,Speaker5,Ghana,Male,41
Imagine si on pouvait voyager dans ce temps.,ce,2.25,2.28,unreliable,Speaker5,Ghana,Male,41
Imagine si on pouvait voyager dans ce temps.,temps.,2.45,2.78887,149.06894723749514,Speaker5,Ghana,Male,41
"On se retrouve à 20 heures, d'accord?",On,0.25,0.33,115.26245991372983,Speaker5,Ghana,Male,41
"On se retrouve à 20 heures, d'accord?",se,0.33,0.48,125.08308226235454,Speaker5,Ghana,Male,41
"On se retrouve à 20 heures, d'accord?",retrouve,0.48,0.79,121.2561951486422,Speaker5,Ghana,Male,41
"On se retrouve à 20 heures, d'accord?",à,0.79,0.9,108.27153103051828,Speaker5,Ghana,Male,41
"On se retrouve à 20 heures, d'accord?",20,0.9,1.17,105.87322134951894,Speaker5,Ghana,Male,41
"On se retrouve à 20 heures, d'accord?","heures,",1.17,1.32,87.22820033400676,Speaker5,Ghana,Male,41
"On se retrouve à 20 heures, d'accord?",d'accord?,1.54,2.12087,122.55932654796698,Speaker5,Ghana,Male,41
Tu t'appelles comment?,Tu,0.25,0.34,unreliable,Speaker5,Ghana,Male,41
Tu t'appelles comment?,t'appelles,0.34,0.67,97.69966029526363,Speaker5,Ghana,Male,41
Tu t'appelles comment?,comment?,0.77,1.27855,139.34698242314002,Speaker5,Ghana,Male,41
"Ce film était vraiment captivant, tu ne trouves pas?",Ce,0.25,0.41,123.0977135698451,Speaker5,Ghana,Male,41
"Ce film était vraiment captivant, tu ne trouves pas?",film,0.41,0.68,154.95541602462635,Speaker5,Ghana,Male,41
"Ce film était vraiment captivant, tu ne trouves pas?",était,0.68,0.94,137.4186866523808,Speaker5,Ghana,Male,41
"Ce film était vraiment captivant, tu ne trouves pas?",vraiment,0.94,1.2,126.04796797715105,Speaker5,Ghana,Male,41
"Ce film était vraiment captivant, tu ne trouves pas?","captivant,",1.29,1.81,120.2391924382121,Speaker5,Ghana,Male,41
"Ce film était vraiment captivant, tu ne trouves pas?",tu,2.14,2.26,100.23102355703924,Speaker5,Ghana,Male,41
"Ce film était vraiment captivant, tu ne trouves pas?",ne,2.26,2.36,96.19965954932745,Speaker5,Ghana,Male,41
"Ce film était vraiment captivant, tu ne trouves pas?",trouves,2.36,2.62,93.91056966775186,Speaker5,Ghana,Male,41
"Ce film était vraiment captivant, tu ne trouves pas?",pas?,2.72,2.90815,129.47682502345438,Speaker5,Ghana,Male,41
On prend un café?,On,0.25,0.35,108.86771215650805,Speaker5,Ghana,Male,41
On prend un café?,prend,0.35,0.66,106.12158896518996,Speaker5,Ghana,Male,41
On prend un café?,un,0.66,0.7,98.1104584996698,Speaker5,Ghana,Male,41
On prend un café?,café?,0.7,1.18,107.1275763518403,Speaker5,Ghana,Male,41
Qu'est-ce qui se passe?,Qu'est-ce,0.25,0.47,120.72208795414296,Speaker5,Ghana,Male,41
Qu'est-ce qui se passe?,qui,0.47,0.57,107.92862690193245,Speaker5,Ghana,Male,41
Qu'est-ce qui se passe?,se,0.57,0.65,unreliable,Speaker5,Ghana,Male,41
Qu'est-ce qui se passe?,passe?,0.65,1.05,89.5992465005013,Speaker5,Ghana,Male,41
"C'est elle, la directrice?",C'est,0.25,0.48,106.48440892364522,Speaker5,Ghana,Male,41
"C'est elle, la directrice?","elle,",0.48,0.59,112.62773772840046,Speaker5,Ghana,Male,41
"C'est elle, la directrice?",la,0.59,0.71,101.12519111647225,Speaker5,Ghana,Male,41
"C'est elle, la directrice?",directrice?,0.71,1.33,126.06230369887592,Speaker5,Ghana,Male,41
"C'est combien, le café?",C'est,0.25,0.4,105.3974403085536,Speaker5,Ghana,Male,41
"C'est combien, le café?","combien,",0.4,0.83,126.6999098892711,Speaker5,Ghana,Male,41
"C'est combien, le café?",le,0.83,0.91,97.65331026527893,Speaker5,Ghana,Male,41
"C'est combien, le café?",café?,0.99,1.32296,86.18834766407008,Speaker5,Ghana,Male,41
Vous êtes anglais ou américain?,Vous,0.25032,0.409,105.10876338001063,Speaker5,Ghana,Male,41
Vous êtes anglais ou américain?,êtes,0.409,0.549,107.28675736466703,Speaker5,Ghana,Male,41
Vous êtes anglais ou américain?,anglais,0.599,1.049,134.3417784577539,Speaker5,Ghana,Male,41
Vous êtes anglais ou américain?,ou,1.209,1.339,131.42197577624296,Speaker5,Ghana,Male,41
Vous êtes anglais ou américain?,américain?,1.339,1.83391,110.53270070436946,Speaker5,Ghana,Male,41
Vous vivez en ville ou à la campagne?,Vous,0.25,0.34,107.39651233727085,Speaker5,Ghana,Male,41
Vous vivez en ville ou à la campagne?,vivez,0.34,0.65,112.58359886894378,Speaker5,Ghana,Male,41
Vous vivez en ville ou à la campagne?,en,0.65,0.87,109.27361168423896,Speaker5,Ghana,Male,41
Vous vivez en ville ou à la campagne?,ville,0.87,1.18,130.13642334682717,Speaker5,Ghana,Male,41
Vous vivez en ville ou à la campagne?,ou,1.37,1.54,138.33142808080197,Speaker5,Ghana,Male,41
Vous vivez en ville ou à la campagne?,à,1.54,1.59,141.93352726783937,Speaker5,Ghana,Male,41
Vous vivez en ville ou à la campagne?,la,1.59,1.68,141.5628045281608,Speaker5,Ghana,Male,41
Vous vivez en ville ou à la campagne?,campagne?,1.73,2.27667,88.38988588509294,Speaker5,Ghana,Male,41
"Je parle anglais, grec et un peu français.",Je,0.25,0.39,111.31108805096954,Speaker5,Ghana,Male,41
"Je parle anglais, grec et un peu français.",parle,0.44,0.64,110.24240959655693,Speaker5,Ghana,Male,41
"Je parle anglais, grec et un peu français.","anglais,",0.73,1.16,115.38855439701474,Speaker5,Ghana,Male,41
"Je parle anglais, grec et un peu français.",grec,1.73,2.1,110.81921831122811,Speaker5,Ghana,Male,41
"Je parle anglais, grec et un peu français.",et,2.67,2.77,105.55769311272822,Speaker5,Ghana,Male,41
